Customer_ID,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
C003104,21,1360953,120709,2,7,14.8,0,None,0,0,0.53,2,177580,0.11,0Y 0M,Yes,1885,19260,High,61200,Good
C003105,37,1273982,99115,8,2,15.5,0,None,0,0,0.2,6,253918,0.29,18Y 7M,Yes,2665,5024,Medium,28161,Good
C003106,27,934512,80078,8,2,11.8,1,Credit Builder Loan,0,0,0.28,5,159282,0.84,9Y 2M,No,2378,12395,Medium,25035,Standard
C003107,41,701130,59794,1,2,13.2,4,"Credit Builder Loan, Home Loan, Business Loan, Education Loan",0,0,0.37,3,213160,0.65,18Y 9M,No,4595,5968,Medium,8247,Standard
C003108,52,1078220,98437,1,2,13.5,0,None,6,4,0.15,3,101778,0.25,32Y 5M,No,1646,12992,Medium,26260,Standard
C003109,43,1413374,113136,4,2,15.7,4,"Education Loan, Credit Builder Loan, Home Loan, Personal Loan",8,7,0.15,2,273131,0.43,18Y 6M,Yes,6438,0,Medium,27723,Standard
C003110,54,519199,47428,1,0,8.7,4,"Auto Loan, Home Loan, Personal Loan, Business Loan",29,3,0.08,6,65192,0.3,35Y 5M,Yes,1178,0,Medium,18965,Standard
C003111,55,633956,49308,10,4,17.4,5,"Personal Loan, Auto Loan, Education Loan, Home Loan, Credit Builder Loan",13,2,0.92,2,99546,0.22,36Y 9M,No,2342,6300,Low,23531,Poor
C003112,38,196408,13960,1,1,16.2,2,"Education Loan, Credit Builder Loan",0,0,0.91,7,52094,0.53,19Y 3M,Yes,1033,934,High,5489,Standard
C003113,57,782695,57725,10,3,24.7,1,Personal Loan,17,7,0.91,3,62410,0.82,39Y 6M,No,1313,0,Medium,21107,Poor
C003114,56,1235106,92878,11,6,22.6,3,"Credit Builder Loan, Business Loan, Personal Loan",2,1,0.93,5,309880,0.61,36Y 0M,Yes,4984,12949,Medium,35514,Standard
C003115,38,260047,21009,5,3,14.8,3,"Credit Builder Loan, Education Loan, Personal Loan",0,0,0.25,0,71733,0.49,13Y 10M,Yes,1452,2482,High,6706,Good
C003116,27,1159424,98816,1,6,19.3,2,"Education Loan, Business Loan",0,0,0.76,0,118204,0.77,2Y 0M,Yes,2769,10589,Medium,27177,Good
C003117,55,996162,67559,10,1,18.5,1,Education Loan,0,0,0.48,6,185239,0.83,35Y 10M,No,2757,0,Medium,23677,Standard
C003118,63,749911,68100,6,0,10.5,4,"Education Loan, Business Loan, Personal Loan, Home Loan",0,0,0.0,0,106447,0.52,38Y 5M,Yes,3138,11027,High,24815,Good
C003119,21,751946,54566,4,1,12.3,4,"Education Loan, Home Loan, Business Loan, Auto Loan",0,0,0.83,6,234833,0.9,0Y 3M,Yes,6120,8224,High,20566,Standard
C003120,62,1000340,69906,10,7,6.6,4,"Education Loan, Credit Builder Loan, Auto Loan, Personal Loan",0,0,0.69,6,288834,0.2,43Y 7M,No,7758,5714,Medium,10838,Good
C003121,37,1027550,85568,11,7,7.8,3,"Auto Loan, Home Loan, Business Loan",0,0,0.71,0,305021,0.89,13Y 3M,Yes,5411,0,Medium,21949,Good
C003122,34,993824,66837,11,2,11.9,3,"Credit Builder Loan, Home Loan, Business Loan",0,0,0.75,1,170269,0.61,14Y 6M,Yes,3831,9675,Medium,20493,Good
C003123,24,176505,13941,5,4,20.8,3,"Education Loan, Home Loan, Auto Loan",0,0,0.29,2,16944,0.46,1Y 9M,No,244,984,Medium,5792,Poor
C003124,21,238830,19989,9,7,19.6,0,None,0,0,0.52,7,14419,0.18,1Y 11M,Yes,253,1739,High,4096,Good
C003125,46,1282628,88385,2,1,24.3,2,"Education Loan, Business Loan",0,0,0.39,6,315544,0.35,27Y 10M,Yes,8566,14830,Medium,13387,Good
C003126,31,1467652,127030,3,5,13.0,3,"Credit Builder Loan, Personal Loan, Auto Loan",2,1,0.66,7,127966,0.87,12Y 9M,No,1719,0,Low,37647,Poor
C003127,20,1019877,84724,3,6,12.5,0,None,23,4,0.56,0,58489,0.25,2Y 11M,No,1385,14079,Medium,43836,Poor
C003128,41,835601,65438,11,6,8.0,3,"Personal Loan, Business Loan, Home Loan",0,0,0.12,6,177012,0.2,21Y 9M,Yes,3678,12385,High,12998,Good
C003129,54,1346360,120070,9,0,21.0,0,None,0,0,0.33,5,115433,0.33,32Y 7M,Yes,2278,23628,High,37918,Good
C003130,33,179105,13474,3,2,9.1,5,"Home Loan, Business Loan, Education Loan, Auto Loan, Credit Builder Loan",0,0,0.44,1,20523,0.16,9Y 3M,No,256,0,Medium,3967,Standard
C003131,69,1305659,88505,10,1,24.1,3,"Personal Loan, Education Loan, Business Loan",0,0,0.39,7,381363,0.15,46Y 11M,No,7350,0,High,22710,Good
C003132,21,180382,15504,5,6,12.0,0,None,13,2,0.54,1,33563,0.66,0Y 9M,Yes,433,2596,Medium,2492,Poor
C003133,41,500036,45750,6,1,18.3,0,None,2,7,0.03,1,32621,0.9,17Y 6M,Yes,506,3726,Low,17703,Standard
C003134,51,663875,57804,6,7,14.6,1,Business Loan,0,0,0.47,3,109930,0.81,28Y 10M,Yes,1590,3191,High,17653,Good
C003135,47,169589,12117,6,2,10.3,3,"Personal Loan, Business Loan, Credit Builder Loan",0,0,0.16,2,44456,0.58,26Y 1M,Yes,767,0,Medium,4659,Standard
C003136,35,844961,70887,1,0,14.7,5,"Business Loan, Credit Builder Loan, Home Loan, Education Loan, Auto Loan",0,0,0.11,3,305839,0.26,11Y 3M,No,8851,0,Medium,35193,Good
C003137,36,532973,35623,6,4,12.2,2,"Home Loan, Education Loan",0,0,0.2,2,104934,0.4,14Y 10M,Yes,1900,3023,Medium,5798,Good
C003138,48,583891,39900,1,4,17.9,3,"Education Loan, Personal Loan, Credit Builder Loan",0,0,0.91,2,52293,0.11,27Y 2M,Yes,567,7190,High,19044,Good
C003139,36,315438,23106,6,2,16.5,5,"Education Loan, Credit Builder Loan, Home Loan, Business Loan, Personal Loan",0,0,0.02,3,117188,0.13,12Y 11M,Yes,2058,3564,High,5476,Good
C003140,66,547067,44487,10,3,7.6,2,"Business Loan, Personal Loan",24,4,0.9,0,84345,0.43,43Y 2M,No,2097,8553,Low,4285,Poor
C003141,63,1422232,110531,6,7,7.4,0,None,5,3,0.57,5,266279,0.17,41Y 10M,Yes,6712,21685,Medium,6834,Standard
C003142,36,390385,33197,3,0,24.3,4,"Credit Builder Loan, Auto Loan, Education Loan, Business Loan",19,2,0.85,1,99525,0.63,15Y 0M,Yes,2167,5404,Medium,12412,Poor
C003143,39,1137647,87623,3,3,11.7,1,Auto Loan,0,0,0.68,4,191523,0.14,18Y 1M,No,4954,16984,Medium,10900,Good
C003144,41,929648,84803,6,5,7.7,1,Personal Loan,0,0,0.11,3,138402,0.35,20Y 6M,Yes,1907,0,High,42646,Good
C003145,62,191971,13058,2,6,9.5,1,Credit Builder Loan,29,6,0.43,1,18676,0.59,43Y 7M,No,198,1978,Medium,6725,Poor
C003146,29,630704,55145,5,7,8.9,2,"Education Loan, Credit Builder Loan",0,0,0.92,7,175402,0.76,4Y 1M,Yes,2832,0,High,19359,Good
C003147,47,941091,81861,10,3,10.0,0,None,22,1,0.89,1,49716,0.4,27Y 5M,Yes,1343,0,Medium,34793,Good
C003148,55,1465118,120849,3,3,6.9,5,"Home Loan, Business Loan, Education Loan, Personal Loan, Auto Loan",0,0,0.88,7,288533,0.11,37Y 3M,No,7396,0,Medium,38418,Good
C003149,48,1096124,79717,5,0,9.8,5,"Education Loan, Business Loan, Auto Loan, Personal Loan, Home Loan",0,0,0.67,0,228574,0.59,27Y 11M,No,2413,0,Medium,45584,Standard
C003150,53,1421089,125643,3,6,23.9,5,"Education Loan, Personal Loan, Credit Builder Loan, Business Loan, Auto Loan",0,0,0.27,2,438173,0.47,31Y 6M,Yes,8369,7256,High,52463,Good
C003151,36,1078300,73982,2,3,16.9,2,"Business Loan, Personal Loan",0,0,0.88,6,154415,0.61,17Y 2M,Yes,1988,14591,High,32326,Good
C003152,65,1377191,124277,4,2,12.2,5,"Personal Loan, Credit Builder Loan, Home Loan, Education Loan, Business Loan",0,0,0.97,4,506602,0.68,40Y 6M,Yes,7382,9911,High,42745,Good
C003153,62,344886,28711,5,7,21.0,4,"Auto Loan, Personal Loan, Business Loan, Education Loan",24,5,0.15,7,41345,0.85,41Y 10M,Yes,1079,1693,Low,11513,Poor
C003154,53,1434664,125163,6,1,23.0,1,Business Loan,11,6,0.4,5,309060,0.14,31Y 6M,No,3917,12505,Low,28442,Poor
C003155,47,725463,60230,2,6,7.3,2,"Home Loan, Personal Loan",0,0,0.15,6,66811,0.43,28Y 1M,Yes,1863,0,Medium,31271,Good
C003156,66,688225,56070,3,6,12.5,4,"Education Loan, Home Loan, Credit Builder Loan, Auto Loan",0,0,0.97,1,236030,0.82,48Y 9M,No,5822,3380,Medium,25202,Standard
C003157,50,1164571,92966,3,2,21.6,3,"Personal Loan, Education Loan, Credit Builder Loan",28,7,0.16,0,97050,0.69,29Y 0M,No,1718,8360,Low,37843,Poor
C003158,35,1349217,110893,6,1,17.5,4,"Home Loan, Auto Loan, Business Loan, Credit Builder Loan",0,0,0.55,6,313802,0.5,15Y 11M,Yes,7189,19242,High,49847,Good
C003159,69,1391595,121377,1,4,19.0,4,"Credit Builder Loan, Personal Loan, Home Loan, Business Loan",0,0,0.82,6,206985,0.59,50Y 0M,Yes,4166,17135,Medium,52280,Good
C003160,66,424487,32598,7,3,16.6,0,None,0,0,0.21,1,57696,0.62,45Y 1M,Yes,922,0,High,14083,Good
C003161,45,1245379,112514,8,4,7.6,2,"Home Loan, Personal Loan",0,0,0.39,4,137739,0.46,26Y 6M,Yes,1916,21795,Medium,40443,Good
C003162,64,227069,15809,7,6,22.2,2,"Home Loan, Personal Loan",0,0,0.2,1,25914,0.89,43Y 2M,Yes,275,0,High,9315,Good
C003163,28,1098636,91655,4,4,10.5,1,Auto Loan,27,1,0.83,7,124707,0.71,10Y 11M,Yes,2934,10964,Low,42095,Poor
C003164,62,574572,39888,7,6,8.0,4,"Home Loan, Business Loan, Personal Loan, Credit Builder Loan",0,0,0.22,5,122588,0.73,39Y 0M,Yes,2026,4344,High,14373,Good
C003165,50,1214014,93382,1,7,12.5,4,"Education Loan, Credit Builder Loan, Business Loan, Auto Loan",0,0,0.47,7,239617,0.32,28Y 0M,No,5091,15064,Medium,31667,Standard
C003166,34,307438,21034,8,0,20.2,4,"Home Loan, Education Loan, Credit Builder Loan, Auto Loan",0,0,0.72,0,32494,0.78,9Y 7M,No,954,1054,Medium,10351,Poor
C003167,23,1015936,82122,10,3,22.7,3,"Education Loan, Business Loan, Credit Builder Loan",0,0,0.94,6,143939,0.46,4Y 2M,Yes,2350,0,High,45650,Good
C003168,21,953922,85594,10,7,18.4,4,"Personal Loan, Business Loan, Home Loan, Auto Loan",0,0,0.34,0,123920,0.78,0Y 0M,Yes,2442,16373,High,38196,Good
C003169,37,824533,74015,3,4,12.8,4,"Home Loan, Auto Loan, Personal Loan, Business Loan",0,0,0.05,3,261998,0.3,19Y 8M,Yes,6770,0,High,25805,Good
C003170,65,1340024,114363,9,1,19.8,3,"Business Loan, Personal Loan, Auto Loan",8,2,0.75,6,282120,0.76,41Y 9M,Yes,3464,5898,Medium,27749,Standard
C003171,64,1158154,83755,1,1,20.6,1,Business Loan,0,0,0.83,5,227002,0.1,40Y 9M,Yes,3801,10719,High,13845,Good
C003172,44,478398,36107,6,5,23.5,0,None,0,0,0.74,2,82478,0.44,26Y 11M,Yes,1570,4819,Medium,9058,Good
C003173,32,477985,43599,1,0,8.3,1,Personal Loan,12,1,0.49,7,71676,0.48,9Y 6M,No,1626,3612,Low,20108,Poor
C003174,23,630566,47742,8,4,8.7,2,"Personal Loan, Education Loan",0,0,0.24,2,134002,0.15,1Y 8M,No,2850,0,Medium,24808,Standard
C003175,64,715972,58642,3,4,14.3,4,"Auto Loan, Education Loan, Home Loan, Personal Loan",0,0,0.42,0,173213,0.57,46Y 0M,Yes,3294,0,High,27898,Good
C003176,31,704999,48746,4,4,12.5,3,"Auto Loan, Personal Loan, Business Loan",20,3,0.15,7,208937,0.39,6Y 0M,Yes,3280,7400,Medium,15530,Poor
C003177,28,1375618,125205,6,5,20.7,5,"Home Loan, Personal Loan, Education Loan, Credit Builder Loan, Business Loan",0,0,0.62,0,138205,0.25,3Y 0M,Yes,1661,7954,Medium,59823,Good
C003178,56,1354218,112778,4,5,17.2,2,"Credit Builder Loan, Business Loan",0,0,0.05,0,164171,0.1,36Y 5M,Yes,4668,0,High,42711,Good
C003179,26,578580,44146,8,0,7.8,5,"Home Loan, Business Loan, Personal Loan, Auto Loan, Credit Builder Loan",0,0,0.15,6,58718,0.87,1Y 6M,Yes,1526,8387,High,10854,Good
C003180,43,852969,64592,9,3,16.2,5,"Business Loan, Credit Builder Loan, Education Loan, Auto Loan, Home Loan",0,0,0.6,1,322639,0.54,20Y 9M,Yes,5937,0,High,34607,Good
C003181,33,1086323,83143,5,7,11.4,1,Personal Loan,0,0,0.65,0,173284,0.76,10Y 10M,No,4174,0,Medium,36365,Standard
C003182,22,690076,55243,1,7,13.7,5,"Home Loan, Personal Loan, Business Loan, Auto Loan, Education Loan",16,7,0.46,7,109779,0.4,2Y 4M,No,1365,6730,Medium,16486,Poor
C003183,69,725343,51678,8,4,7.5,2,"Auto Loan, Education Loan",0,0,0.18,6,74119,0.65,49Y 6M,No,2156,0,Medium,25990,Standard
C003184,27,618648,47170,2,5,6.7,0,None,0,0,0.28,4,83694,0.31,4Y 3M,Yes,859,4540,High,13048,Good
C003185,67,1022894,89017,6,4,24.3,4,"Education Loan, Personal Loan, Credit Builder Loan, Business Loan",3,3,0.27,6,242195,0.81,45Y 11M,No,3058,9060,Medium,43481,Poor
C003186,20,1211952,100827,6,2,20.1,3,"Business Loan, Auto Loan, Home Loan",0,0,0.29,0,145504,0.48,0Y 11M,Yes,2730,17108,High,27583,Good
C003187,30,1351523,96611,11,1,18.4,1,Credit Builder Loan,0,0,0.06,5,312838,0.49,6Y 0M,No,5994,0,Medium,55055,Standard
C003188,60,984038,88803,7,5,18.9,4,"Credit Builder Loan, Business Loan, Auto Loan, Personal Loan",0,0,0.01,3,315112,0.74,42Y 1M,Yes,8076,11991,Medium,16175,Good
C003189,66,1014825,74266,9,3,18.1,2,"Education Loan, Auto Loan",0,0,0.01,3,225876,0.71,42Y 9M,No,4235,0,Medium,34516,Standard
C003190,47,937715,79202,1,3,13.2,5,"Credit Builder Loan, Education Loan, Personal Loan, Business Loan, Auto Loan",13,5,0.2,6,182036,0.44,24Y 5M,No,5168,5176,Low,23484,Poor
C003191,62,230456,21101,10,3,15.5,5,"Business Loan, Home Loan, Auto Loan, Education Loan, Personal Loan",0,0,0.22,0,26589,0.49,41Y 2M,Yes,325,3475,High,3667,Good
C003192,23,215783,15136,8,4,23.6,0,None,0,0,0.4,7,30011,0.85,3Y 6M,No,846,0,Medium,5121,Poor
C003193,34,429509,37095,11,2,13.0,2,"Auto Loan, Credit Builder Loan",0,0,0.53,0,53661,0.27,11Y 2M,No,960,4189,Medium,12215,Good
C003194,62,1170171,79714,5,3,9.6,0,None,0,0,0.95,0,176102,0.58,39Y 4M,Yes,4549,0,High,36647,Good
C003195,68,1347597,103584,6,0,7.0,0,None,10,1,0.2,5,211270,0.81,46Y 3M,No,4182,0,Low,54743,Poor
C003196,36,1053261,96055,8,6,10.9,1,Auto Loan,0,0,0.75,3,179693,0.75,17Y 8M,Yes,3760,0,Medium,43063,Good
C003197,59,838863,69127,8,0,8.5,3,"Credit Builder Loan, Personal Loan, Education Loan",20,3,0.1,3,78307,0.68,38Y 10M,No,1127,10789,Low,32939,Poor
C003198,52,488531,35680,11,5,18.4,0,None,0,0,0.73,2,64124,0.73,27Y 7M,Yes,793,6693,Medium,14845,Good
C003199,63,229942,16541,7,1,10.5,2,"Education Loan, Personal Loan",6,4,0.43,1,22833,0.58,40Y 0M,No,299,2771,Medium,3125,Poor
C003200,43,1069339,84039,7,2,12.3,4,"Home Loan, Auto Loan, Education Loan, Business Loan",25,2,0.65,4,342371,0.25,20Y 3M,No,4859,14433,Low,10174,Poor
C003201,68,405385,35007,1,3,7.8,3,"Personal Loan, Auto Loan, Credit Builder Loan",0,0,0.9,6,128454,0.14,50Y 8M,Yes,2965,4116,Medium,7186,Good
C003202,22,1253356,87633,8,2,14.3,1,Credit Builder Loan,19,1,0.72,2,140052,0.75,0Y 2M,No,3947,0,Low,46530,Poor
C003203,46,1264988,87590,3,0,24.1,5,"Business Loan, Auto Loan, Education Loan, Home Loan, Personal Loan",0,0,0.67,0,395405,0.58,26Y 6M,Yes,9696,16623,Medium,1657,Good
C003204,54,1438719,100644,5,5,14.3,5,"Auto Loan, Credit Builder Loan, Home Loan, Education Loan, Business Loan",0,0,0.84,3,439422,0.83,33Y 2M,Yes,5298,18872,High,15523,Good
C003205,37,1096950,83120,4,3,20.3,4,"Education Loan, Credit Builder Loan, Business Loan, Auto Loan",21,5,0.4,2,137018,0.2,14Y 5M,No,1643,8407,Low,17532,Poor
C003206,66,248975,22268,10,4,16.8,0,None,0,0,0.42,5,20461,0.19,44Y 0M,No,328,2286,Medium,5734,Standard
C003207,38,1328364,117405,3,0,12.0,0,None,0,0,0.47,4,93080,0.21,13Y 8M,Yes,1550,0,High,72032,Good
C003208,27,1459784,131270,10,1,23.9,0,None,0,0,0.79,7,190893,0.79,3Y 7M,Yes,2472,0,Medium,74197,Standard
C003209,22,1134670,89747,5,3,15.8,3,"Credit Builder Loan, Home Loan, Auto Loan",0,0,0.88,7,239667,0.26,3Y 3M,Yes,2613,0,High,43352,Good
C003210,53,1451775,109342,3,6,20.7,5,"Auto Loan, Personal Loan, Credit Builder Loan, Home Loan, Education Loan",0,0,0.46,1,451693,0.52,34Y 4M,Yes,5398,0,High,32395,Good
C003211,23,997094,74565,9,1,8.3,0,None,16,2,0.65,4,113826,0.79,3Y 4M,Yes,1977,7199,Medium,21384,Poor
C003212,43,1196527,96771,11,5,10.3,4,"Personal Loan, Business Loan, Auto Loan, Credit Builder Loan",15,5,0.76,4,254361,0.55,25Y 11M,Yes,6394,14667,Medium,39277,Standard
C003213,21,230249,18125,9,7,14.6,4,"Home Loan, Education Loan, Credit Builder Loan, Business Loan",0,0,0.48,6,52785,0.68,0Y 6M,Yes,1025,1848,Medium,5370,Poor
C003214,56,730813,54284,6,2,20.6,0,None,0,0,0.44,4,86288,0.15,34Y 4M,No,1571,7915,Medium,11343,Good
C003215,56,263094,22926,3,1,21.5,3,"Home Loan, Personal Loan, Business Loan",28,2,0.66,6,25737,0.6,32Y 0M,No,491,0,Medium,13341,Poor
C003216,67,1411634,97993,5,6,24.6,5,"Home Loan, Education Loan, Personal Loan, Business Loan, Credit Builder Loan",0,0,0.03,3,472565,0.52,49Y 5M,Yes,10091,11000,High,31737,Good
C003217,52,1160650,91641,11,1,24.1,2,"Education Loan, Auto Loan",0,0,0.77,6,162650,0.78,28Y 11M,No,4119,0,Medium,40962,Standard
C003218,18,1286173,112086,8,6,14.0,4,"Auto Loan, Home Loan, Business Loan, Personal Loan",0,0,0.17,3,268139,0.46,0Y 3M,No,3798,0,Medium,61285,Standard
C003219,41,414234,32547,9,6,16.1,1,Credit Builder Loan,0,0,0.32,5,80728,0.85,19Y 7M,Yes,1115,4772,High,12723,Good
C003220,53,1094356,97077,3,4,6.5,3,"Business Loan, Credit Builder Loan, Personal Loan",7,3,0.21,1,145226,0.44,32Y 0M,No,1735,16073,Low,26271,Poor
C003221,23,620459,43052,5,1,15.3,2,"Education Loan, Home Loan",0,0,0.31,2,114511,0.2,0Y 7M,Yes,3399,4908,Medium,5879,Good
C003222,58,928473,72850,2,4,6.7,1,Auto Loan,0,0,0.9,3,195933,0.79,40Y 4M,Yes,3443,0,Medium,38267,Good
C003223,63,863926,59703,2,1,6.3,4,"Business Loan, Home Loan, Personal Loan, Auto Loan",0,0,0.98,4,212340,0.44,39Y 4M,Yes,3966,3478,High,19306,Good
C003224,61,603104,43513,2,4,16.6,3,"Business Loan, Education Loan, Auto Loan",12,1,0.03,6,98630,0.32,42Y 9M,No,1836,0,Low,12156,Poor
C003225,48,314895,21985,6,0,23.1,3,"Education Loan, Auto Loan, Business Loan",0,0,0.13,6,70590,0.34,26Y 0M,Yes,1758,1508,Medium,6617,Good
C003226,37,1099511,81748,3,4,24.3,5,"Home Loan, Auto Loan, Business Loan, Education Loan, Personal Loan",0,0,0.41,0,264590,0.88,19Y 11M,Yes,7775,0,High,27673,Good
C003227,41,1040992,89037,10,0,19.9,4,"Education Loan, Personal Loan, Home Loan, Auto Loan",0,0,0.03,3,252650,0.45,16Y 4M,No,7161,0,Medium,23775,Good
C003228,42,1081645,82129,5,0,20.2,3,"Business Loan, Personal Loan, Home Loan",0,0,0.46,0,121964,0.41,21Y 10M,Yes,1525,5492,High,33785,Good
C003229,53,162746,13858,8,5,14.4,4,"Personal Loan, Business Loan, Education Loan, Auto Loan",0,0,0.31,7,49489,0.71,31Y 8M,Yes,978,0,High,6511,Standard
C003230,38,939779,66984,5,3,16.8,3,"Credit Builder Loan, Auto Loan, Personal Loan",0,0,0.52,7,141572,0.49,20Y 4M,No,2607,12142,Medium,9776,Standard
C003231,47,1076865,87649,2,0,17.1,4,"Auto Loan, Personal Loan, Education Loan, Business Loan",0,0,0.14,5,187332,0.68,25Y 2M,Yes,2148,15207,High,25895,Good
C003232,41,786260,71253,6,3,7.3,3,"Personal Loan, Credit Builder Loan, Home Loan",0,0,0.43,7,72489,0.6,17Y 9M,Yes,844,13895,Medium,29029,Standard
C003233,61,1464821,128123,2,4,6.9,0,None,10,2,0.76,3,154708,0.86,36Y 9M,No,2704,8653,Low,43971,Poor
C003234,59,1108957,83107,8,5,8.8,0,None,0,0,0.38,2,141613,0.79,39Y 6M,Yes,3470,0,High,27530,Good
C003235,47,251483,16916,2,2,21.1,5,"Credit Builder Loan, Business Loan, Home Loan, Personal Loan, Education Loan",0,0,0.87,0,82218,0.16,22Y 5M,Yes,1793,897,High,6367,Good
C003236,39,575884,40496,7,7,16.7,2,"Credit Builder Loan, Auto Loan",0,0,0.18,4,130459,0.87,18Y 7M,Yes,1477,6313,High,9357,Good
C003237,45,391411,29641,4,3,17.2,2,"Personal Loan, Business Loan",13,6,0.38,7,97451,0.59,21Y 5M,No,2704,1603,Low,5642,Poor
C003238,24,376218,31914,4,5,12.6,5,"Education Loan, Personal Loan, Business Loan, Credit Builder Loan, Home Loan",0,0,0.06,5,75240,0.36,1Y 4M,No,1527,2824,Medium,15848,Poor
C003239,52,1478467,105859,8,2,22.5,5,"Business Loan, Auto Loan, Education Loan, Credit Builder Loan, Home Loan",16,2,0.07,1,577246,0.79,29Y 8M,Yes,10326,16956,Low,22122,Poor
C003240,45,1344657,120731,4,7,24.3,4,"Education Loan, Personal Loan, Business Loan, Home Loan",17,4,0.56,7,121270,0.71,25Y 7M,Yes,3285,0,Medium,62920,Standard
C003241,31,1100414,74090,8,5,10.1,5,"Auto Loan, Personal Loan, Credit Builder Loan, Home Loan, Education Loan",0,0,0.76,1,179737,0.24,13Y 3M,Yes,5352,0,Medium,38348,Good
C003242,27,826575,64517,9,4,12.0,5,"Credit Builder Loan, Personal Loan, Education Loan, Home Loan, Auto Loan",15,6,0.92,5,189829,0.21,4Y 0M,Yes,5449,7945,Low,20086,Poor
C003243,33,1124455,83742,8,3,12.2,5,"Home Loan, Education Loan, Business Loan, Personal Loan, Auto Loan",0,0,0.36,7,232996,0.78,10Y 9M,Yes,3399,6927,High,31133,Good
C003244,33,1077580,94937,4,6,24.3,0,None,0,0,0.74,0,55091,0.67,15Y 5M,No,977,4856,Medium,45877,Standard
C003245,48,1053044,77663,5,7,15.8,2,"Personal Loan, Education Loan",0,0,0.04,7,197054,0.34,28Y 5M,Yes,4966,13146,High,11359,Good
C003246,59,316321,28377,6,4,16.8,4,"Home Loan, Auto Loan, Personal Loan, Education Loan",14,7,0.21,5,61071,0.39,36Y 6M,Yes,1611,5282,Low,9124,Poor
C003247,42,356690,31341,9,2,13.0,3,"Home Loan, Personal Loan, Education Loan",0,0,0.45,4,100329,0.57,19Y 7M,Yes,2019,0,High,15194,Good
C003248,30,714952,52944,5,4,23.1,0,None,0,0,0.8,4,37500,0.55,7Y 4M,Yes,901,10513,Medium,16872,Standard
C003249,23,601501,54741,2,2,9.6,5,"Business Loan, Credit Builder Loan, Personal Loan, Auto Loan, Home Loan",9,1,0.33,2,141656,0.62,0Y 6M,Yes,3991,6709,Medium,13079,Poor
C003250,61,615802,53017,7,0,14.7,4,"Home Loan, Auto Loan, Education Loan, Personal Loan",0,0,0.92,2,105414,0.62,41Y 2M,Yes,1641,0,Medium,35128,Good
C003251,26,713067,48513,6,2,10.3,5,"Auto Loan, Home Loan, Education Loan, Business Loan, Credit Builder Loan",0,0,0.7,6,87182,0.27,2Y 4M,No,1911,5232,Medium,15357,Standard
C003252,62,471456,36093,11,2,17.1,4,"Personal Loan, Business Loan, Home Loan, Education Loan",0,0,0.5,0,103655,0.62,44Y 1M,Yes,2218,3120,Medium,14182,Good
C003253,53,329170,25735,3,0,16.4,1,Auto Loan,0,0,0.57,7,40335,0.27,34Y 4M,Yes,551,4948,High,9347,Good
C003254,60,685702,58390,8,3,8.5,5,"Auto Loan, Business Loan, Credit Builder Loan, Personal Loan, Education Loan",0,0,0.57,2,161159,0.15,42Y 5M,No,1723,6813,Medium,23300,Good
C003255,37,1366566,117960,3,1,21.8,2,"Personal Loan, Education Loan",0,0,0.62,0,347495,0.63,13Y 1M,No,9541,0,Medium,58529,Standard
C003256,35,929711,83540,10,3,8.3,4,"Education Loan, Auto Loan, Personal Loan, Home Loan",0,0,0.78,6,164117,0.88,10Y 3M,Yes,2079,0,Medium,28032,Standard
C003257,60,945630,86640,11,1,9.4,4,"Credit Builder Loan, Business Loan, Personal Loan, Auto Loan",0,0,0.77,3,214939,0.19,35Y 9M,Yes,4041,0,Medium,53801,Good
C003258,38,773812,54149,4,0,11.1,2,"Auto Loan, Home Loan",28,6,0.46,4,81167,0.79,15Y 7M,No,2368,0,Low,28030,Poor
C003259,21,318501,28318,9,3,21.5,1,Education Loan,0,0,0.46,3,63739,0.34,2Y 4M,Yes,1225,0,Medium,17380,Standard
C003260,67,1396981,124657,4,4,9.9,2,"Personal Loan, Auto Loan",0,0,0.54,1,355122,0.75,49Y 1M,Yes,6608,19616,High,42600,Good
C003261,50,884061,72359,2,5,10.2,1,Education Loan,7,7,0.19,0,72488,0.55,26Y 2M,Yes,1696,11921,Medium,24863,Standard
C003262,44,1414439,121744,9,6,18.4,1,Education Loan,0,0,0.61,1,192519,0.78,21Y 6M,Yes,2044,17102,High,59299,Good
C003263,24,535537,44601,10,4,21.8,0,None,0,0,0.82,4,68016,0.21,0Y 4M,Yes,1210,0,Medium,22213,Good
C003264,23,910669,82615,8,3,19.3,0,None,12,6,0.37,2,110585,0.35,3Y 9M,No,1679,9433,Low,13710,Poor
C003265,32,408469,28100,4,4,16.2,4,"Business Loan, Auto Loan, Home Loan, Education Loan",0,0,0.39,6,81897,0.54,11Y 6M,Yes,843,0,Medium,13361,Standard
C003266,35,795047,60428,11,0,18.4,4,"Business Loan, Credit Builder Loan, Auto Loan, Home Loan",0,0,0.6,7,142451,0.48,17Y 5M,Yes,3648,11524,Medium,17249,Good
